KickTheDungeon	生活娱乐 踢爆地下城 DND战棋肉鸽游戏	https://forum.trae.cn/t/topic/95925
Meandro	【学习工作赛道】音乐学习/教育之友：AI乐谱大师	https://forum.trae.cn/t/topic/112253
Melody.Architect	【学习工作赛道】工位灯 —— 端侧智能体桌宠，你的职场记忆与沟通军师	https://forum.trae.cn/t/topic/70469
Nolan	【学习工作赛道】Awaken —— 为真实企业业务而生的本地桌面智能体	https://forum.trae.cn/t/topic/149989
OrionEthan	【生活娱乐赛道】云游四方——沉浸式文化旅游探索小程序	https://forum.trae.cn/t/topic/69579
Ren	【生活娱乐赛道】SmartHome AI：一个真正打通“人、车、家”的跨品牌智能生态	https://forum.trae.cn/t/topic/116213
RyanZane	【社会服务赛道】+ 安心桥 CareBridge	https://forum.trae.cn/t/topic/95485
Shaker	【硬件交互赛道】听到鸟 / HeardIt - 让普通有线耳机成为你的助听工具	https://forum.trae.cn/t/topic/112032
Supine	生活娱乐赛道 | TripFlow：把小红书种草，一键变成能导航的旅行行程	https://forum.trae.cn/t/topic/73165
Tulip	学习工作 | 地球探索者 - 地理教学平台	https://forum.trae.cn/t/topic/39813
WildHunt	【学习工作赛道】hardesk 合智台——人机混编组织的HR管理平台	https://forum.trae.cn/t/topic/150396
Wilson	互动式数学物理学习平台	https://forum.trae.cn/t/topic/164898
Word麻鸭	【生活娱乐赛道】年轮——从小疼你的人走了，你能说出他们的故事吗？——把家人的故事连成时间，让每一个普通人的记忆都被记住	https://forum.trae.cn/t/topic/75346
Yan	【硬件交互+社会公益】心桥：面向失语失能患者与照护者沟通的硬件系统	https://forum.trae.cn/t/topic/168306
Yegua	【生活娱乐】演策 · 3D罗盘起卦推演——当周易遇见AI，智囊助你找出脉门	https://forum.trae.cn/t/topic/96005
YunTengAI	【学习工作赛道】云藤YunTeng —— AI学习助手	https://forum.trae.cn/t/topic/39599
ZERO佐罗	【社会服务+社会公益】悦龄元气树——可视化守护老人健康的智能养老应用	https://forum.trae.cn/t/topic/165788
Zard	【学习工作赛道】3D 图形用品超市小票 — 把 GPU 装进购物袋	https://forum.trae.cn/t/topic/150233
Zenio	【学习工作赛道】AutoFDE—企业级智能体与AI数字员工自动化部署平台	https://forum.trae.cn/t/topic/166519
aah	〖社会服务赛道〗+「租小审」AI 租房风险审查助手：帮普通租客在签字前看懂合同、留好证据、少踩坑	https://forum.trae.cn/t/topic/48142
addicted-yt	【学习工作赛道】 云烯 Agent — 面向功能材料研发的“预测—仿真”全链路 AI Agent 平台	https://forum.trae.cn/t/topic/150211
anon20579261	【社会服务&社会公益】生命回声 — AI 生命故事记录与传承助手	https://forum.trae.cn/t/topic/152477
asandstar	【生活娱乐赛道】HomeMem Arena 记忆宅邸：失忆管家	https://forum.trae.cn/t/topic/151080
astrnox	【学习工作赛道】BioQuest：一个高一竞赛生用 TRAE 造的生物学习站，纯前端零服务器，AI 连 6 家大模型	https://forum.trae.cn/t/topic/48689
asuya	【社会服务】｜Kinora — 帮助家人更早注意到变化	https://forum.trae.cn/t/topic/74193
chai_na	【社会服务赛道】此刻校园 — 校园生活地图，让校园信息不再转瞬即逝	https://forum.trae.cn/t/topic/73800
coderkyriewen	【社会服务赛道】古籍焕新 —— AI 驱动的古籍交互阅读平台（四大功能全可体验）	https://forum.trae.cn/t/topic/43650
dddddmo	【生活娱乐赛道】hue• — 色环音乐收藏墙（可在线体验）	https://forum.trae.cn/t/topic/66216
driftee	【学习工作赛道】BLOC——AI native block工作台	https://forum.trae.cn/t/topic/73993
fxbin	【学习工作赛道】知径 Knowledge Path · 主题知识精炼器（初赛 Demo）	https://forum.trae.cn/t/topic/113709
hangryfoolish	【学习工作赛道】Ramifly - 任何问题 高效学习！告别线性问答，Ramifly 把 AI 对话长成一棵理解之树	https://forum.trae.cn/t/topic/67243
humanfireworks	【学习工作】OmniMath Pro —— VSCode 风格的全能 AI 数学工作台	https://forum.trae.cn/t/topic/96074
kallenseadom	【社会服务赛道】此刻有解——校园即时互助与社团短时协作平台	https://forum.trae.cn/t/topic/150684
kvoogvb	【生活娱乐赛道】《三角洲行动》AI改枪工具：镜头角速度统一表征不同武器的后坐力，并提供可视化	https://forum.trae.cn/t/topic/73507
lance	【社会服务｜社会公益】《你好，大朋友》—— 一份带着温度的“父母生活说明书”	https://forum.trae.cn/t/topic/112661
luguo124	【学习工作赛道】li Mirror 一款将Android屏幕共享到Mac的原生应用程序	https://forum.trae.cn/t/topic/27602
oyjf518	【生活娱乐赛道】一隅——AI 把你的心情，写成一张专属色彩诗签-初赛demo	https://forum.trae.cn/t/topic/45867
popopopo	【学习工作赛道】Code:Pop 代码波普 — 让代码，真正活着。-DEMO	https://forum.trae.cn/t/topic/167460
sunsunmonkey	【生活娱乐赛道】 词灵世界 · Word Brawl 游戏 —— 用一句话，创造角色，同时建构虚幻世界	https://forum.trae.cn/t/topic/48084
u1008678101854163	【生活娱乐】（可体验）墨小滴文案——朋友圈文案推荐小程序	https://forum.trae.cn/t/topic/47213
u103803957293961	【学习工作 · 社会公益（古籍活化）】镜中史：我把《史记》做成了一面会追问、会陪读、会发光的 AI 铜镜	https://forum.trae.cn/t/topic/66416
u1043862635947072	【社会服务赛道】药管家：从“家里有什么药”到“现在能不能一起用”	https://forum.trae.cn/t/topic/150125
u1096636707111584	【学习工作赛道】没背单词还想玩三消？｜词块坠落	https://forum.trae.cn/t/topic/51144
u1141754565762220	【生活娱乐赛道】铝搭 —— 铝型材家具DIY的3D小程序	https://forum.trae.cn/t/topic/96038
u1162660047238275	【学习工作赛道】【有体验链接】灵绘AIGC · DeepAIGC —— 拖拽即得的 AI 创作流水线	https://forum.trae.cn/t/topic/112766
u1237377394420352	【生活娱乐赛道】动醒——一款基于 AI 动作识别的智能闹钟APP	https://forum.trae.cn/t/topic/113715
u1259367386587977	【生活娱乐赛道】童伴 - 基于地理位置的儿童玩伴社交 App	https://forum.trae.cn/t/topic/148087
u1264907228822170	【生活娱乐赛道】梦迹 DreamTrace — AI 梦境日记与现实关联分析 App	https://forum.trae.cn/t/topic/95423
u1329747387754268	【学习工作赛道】职途 AI：基于 AI 智能体的求职辅助 Web 系统	https://forum.trae.cn/t/topic/47000
u1338571661516009	双向手语翻译系统	https://forum.trae.cn/t/topic/115454
u1395710740669700	【娱乐生活】海友Isle 链接每一座孤岛|留学生社交互助产品	https://forum.trae.cn/t/topic/76244
u1413297648704144	【生活娱乐赛道】像素退休模拟器——用一生的选择，赌一场提前自由	https://forum.trae.cn/t/topic/96560
u1475983611538048	【学习工作赛道】FocusFlow– 让每一分钟都有方向：时间管理APP	https://forum.trae.cn/t/topic/31748
u1493595036849116	# 【学习工作赛道】闪卡记忆 — 用 FSRS 算法 + 消除游戏把背单词做成上瘾的事	https://forum.trae.cn/t/topic/74012
u1523253864839289	【社会服务赛道】小鹦鹉 — 让 3 亿老人觉得「手机不欺负人」	https://forum.trae.cn/t/topic/167322
u1528765304807305	OpenLess：用 TRAE增强和完整完成现有的项目一个以语音为核心的产品GitHub2.6k star	https://forum.trae.cn/t/topic/69915
u1581566968740460	课游工坊 · 让每个老师都能5分钟做出课堂互动游戏	https://forum.trae.cn/t/topic/149024
u1616714918274100	【学习工作赛道】OmniSim Demo——具身物理与认知叙事双环驱动的高拟真人类社会模拟系统	https://forum.trae.cn/t/topic/26621
u1646439996065516	社会服务｜岁言（SuiYan）—— Family AI Operating System 家庭 AI 助手	https://forum.trae.cn/t/topic/74867
u1677190905465898	【学习工作赛道】FlowClass 智能互动课件制作平台	https://forum.trae.cn/t/topic/165401
u1712365325265755	【社会服务+社会公益赛道】星语伙伴 — 自闭症智能辅助训练APP	https://forum.trae.cn/t/topic/114059
u1716794031869146	【学习工作赛道】汉字奇遇 / Character Quest — 以汉字演变史与苏轼人文精神讲好中国故事。	https://forum.trae.cn/t/topic/166893
u1757470382097003	生活娱乐赛道 - 狗屎地图（Poop Map）	https://forum.trae.cn/t/topic/42907
u1769546753773424	【生活娱乐赛道】| 次元广场 —— 面向二次元线下消费的"发现与到场"	https://forum.trae.cn/t/topic/112864
u1782740125503340	面向南部县柑橘种植户的公益 AI 植保小工具 Demo，基于 TRAE 快速开发，提供拍照识别、防治建议、用药安全、季节性预警等功能。	https://forum.trae.cn/t/topic/71324
u1831150322727800	【学习工作赛道】峰学AI坊——人工智能仿真实验平台	https://forum.trae.cn/t/topic/148647
u1910280530432825	〖学习工作赛道〗MetaMath-Agent：把数学建模论文从“手搓流程”变成可编排的 AI 工作台	https://forum.trae.cn/t/topic/73828
u1941067712444515	【硬件交互赛道】时光厨伴 TimeChef Companion — 基于 Arduino 的智能电子沙漏烹饪计时器	https://forum.trae.cn/t/topic/132200
u1976247954184596	生活娱乐【赛博浮生2036：这一次，你一定赢！】	https://forum.trae.cn/t/topic/95114
u1976255713381751	【学习工作赛道】武林秘籍：让成绩修炼成仙	https://forum.trae.cn/t/topic/113577
u1986132004834020	【社会服务赛道】旧物新生 — 让每一件旧物都被看见、有价值	https://forum.trae.cn/t/topic/44899
u1993833686239136	Inspire Engine：面向KOC创作者的AI Agent生产平台	https://forum.trae.cn/t/topic/111559
u199437816967577	【生活娱乐赛道】哈吉米GO — 现实版宝可梦，连接你与身边的流浪猫	https://forum.trae.cn/t/topic/115851
u199445479695195	【生活娱乐赛道】星语穹庭Demo：一片由古老文明和当代心事共同书写的故事星空	https://forum.trae.cn/t/topic/167455
u2003783901262155	【生活娱乐赛道】Voul —— 经典灵魂投票局（初赛作品全套材料版）	https://forum.trae.cn/t/topic/75601
u2046604002992132	生活娱乐 | 术术动画 — 导演思维 AI 漫剧动画工作台-0基础用trae开发第一款软件	https://forum.trae.cn/t/topic/74285
u2047763427115483	学习工作赛道 + SayNext：把语言练习变成一部可以参与的连续剧	https://forum.trae.cn/t/topic/146337
u2074093555035796	【生活娱乐】LifeFlow：AI 生活 SOP 编排器 初赛	https://forum.trae.cn/t/topic/168198
u2081795051365804	【学子工作】 试剑工具助手 面向市场监管一线执法人员的微信小程序	https://forum.trae.cn/t/topic/49920
u2086237088789024	[学习工作]白魔方 · 电商带货视频AI量产平台,一行英文都看不懂，代码不懂，初中文化，用TRAE写出可商用的多用户系统。	https://forum.trae.cn/t/topic/75435
u2112624002365834	【学习工作赛道】非遗造物局（文创赛道）	https://forum.trae.cn/t/topic/168174
u2152177229643659	【学习工作赛道】新腾丰选题助手 - 帮视频博主解决"拍什么"的智能选题平台	https://forum.trae.cn/t/topic/113637
u2204949428043947	【学习工作】丹青有AI · 让AI做你的艺术助教-专为艺术教育场景设计的AI创作诊断系统	https://forum.trae.cn/t/topic/113463
u2223659832592867	【社会服务赛道】旅行家Pro · 多模态 AI 数字人导游与智慧运营平台	https://forum.trae.cn/t/topic/151443
u2240130696615977	【硬件交互赛道】光萝卜- 手捏演奏的创意乐器	https://forum.trae.cn/t/topic/166827
u2332518446269328	【生活娱乐赛道】筑·语 —— 你的空间，正在替你说什么？	https://forum.trae.cn/t/topic/52200
u2443580927654964	老爸的辫子课——专为宝爸宝妈打造的AI智能编辫子工具	https://forum.trae.cn/t/topic/74182
u2482051651478144	[生活娱乐] 无人机教练 DroneCoach —— 三端协同的 AI 飞行分析系统	https://forum.trae.cn/t/topic/146947
u2486413017224684	拍照识别故障、AI像老师傅一样带着你一步步排查，修完还能自动出工单——工业现场运维，一部手机就够了。	https://forum.trae.cn/t/topic/52557
u2591974417512615	【社会服务赛道】平价签证助理 VisaAssistant	https://forum.trae.cn/t/topic/147324
u2609570092687897	【社会服务赛道】在云间 - “云间有艺, 人间有你” 非遗推广传承流通与兴趣社交平台初赛Demo	https://forum.trae.cn/t/topic/96501
u2679939901699276	留光星球｜离世宠物的 AI 记忆生命体 Demo	https://forum.trae.cn/t/topic/166856
u2697525376597376	【生活服务赛道】运动场馆预订-小程序	https://forum.trae.cn/t/topic/72793
u2697530710177916	【生活娱乐赛道】指点app—家庭远程协助软件	https://forum.trae.cn/t/topic/162321
u2697532877056867	【生活娱乐赛道】 芽芽的魔法田园 — 亲子共玩·AI伴读的自然探索网站	https://forum.trae.cn/t/topic/167699
u2707443366496480	【生活娱乐 】闲卡宝 — 让闲置会员卡活起来	https://forum.trae.cn/t/topic/116249
u2719552854565611	【生活娱乐赛道】RightSong——你的声音，值得一首对的歌（歌找人）	https://forum.trae.cn/t/topic/39164
u2763540096094320	Nexa Lens 跨境电商直播分析系统	https://forum.trae.cn/t/topic/148851
u2785488416813379	心言电台 MindRadio · 把心事说给画听	https://forum.trae.cn/t/topic/96749
u2860264051712039	【社会服务赛道+社会公益】智读古籍——从一句"我要参赛"到能和孔子对话的AI古籍智慧伴侣（可在线体验）	https://forum.trae.cn/t/topic/32905
u2860297364702435	【生活娱乐赛道】有鱼AI-钓鱼人的智能小助手，帖子内功能已全部实现，想体验的可以安装安卓安装包（现在就支持杭州、上海、北京、深圳等城市，可以留言城市我加上去）	https://forum.trae.cn/t/topic/39758
u2900979890804186	【学习工作赛道】+萌宠加分宝，助力课堂！	https://forum.trae.cn/t/topic/165433
u2943817300844883	【标题】社会服务 | 别白跑 — 户籍材料 AI 预审助手	https://forum.trae.cn/t/topic/166282
u3041693925403875	【社会服务赛道】谛听-黑灰产分析系统	https://forum.trae.cn/t/topic/166642
u3066964407775705	【生活娱乐】方寸菜园-阳台种菜小本本	https://forum.trae.cn/t/topic/148742
u309409433785034	【生活育儿赛道】字帖生成器 · Trae创意大赛初赛 Demo	https://forum.trae.cn/t/topic/71664
u3129679674089964	【学习工作赛道】Brewery —— AI 驱动的想法酿造工坊	https://forum.trae.cn/t/topic/164921
u3190100950777863	【学习工作赛道】VisLab —— 面向科学实验的智能视觉分析平台	https://forum.trae.cn/t/topic/116194
u3190117948985530	【生活娱乐】文明刻度：把 180 张文明卡牌放回历史	https://forum.trae.cn/t/topic/167990
u3203341526515322	【学习工作赛道】+ OfferFlow — 求职全生命周期管理工具	https://forum.trae.cn/t/topic/147162
u3247326546895401-M	【生活娱乐赛道】「我」— 沉浸式生活管理空间	https://forum.trae.cn/t/topic/72133
u3264921577486288	【学习工作赛道】开源太空 - 卫星守望者（Openspace Satellite Watcher），太空航天垂直领域专业软件，验证TRAE在专业软件领域的能力	https://forum.trae.cn/t/topic/95777
u3273660441297066	【学习工作赛道】红楼梦地图 —— 《红楼梦》整本书阅读交互式学习网站	https://forum.trae.cn/t/topic/45433
u3295650140916649	【社会服务赛道】【社会公益赛道】喵迹守护--基于猫脸识别与位置观察的流浪猫救助协作平台	https://forum.trae.cn/t/topic/96016
u3300052071368056	【生活娱乐赛道】「晚上做啥吃」—— 菜厨厨，家庭主厨的做菜帮手	https://forum.trae.cn/t/topic/47493
u3314406581875850	在火车上目睹老人因不会使用纷杂的购票打车App而被数字化出行抛弃，于是我用TRAE开发了「乐龄出行」——一个整合火车、网约车、公交的微信小程序，让老人只需一句话就能完成全程出行规划，子女还能提前帮父母设置好常用地址，老人回家、就医、去车站点一下就能出发，用技术弥合银发族的数字鸿沟。	https://forum.trae.cn/t/topic/75914
u33435435925884	【社会服务、社会公益赛道】「非遗新韵 · 锦绣中华」——为非遗文化焕发新的光彩！	https://forum.trae.cn/t/topic/39844
u33450728625532	【社会服务赛道】 | 忆路相伴 — AI认知训练与记忆陪伴	https://forum.trae.cn/t/topic/47229
u344569910134624	MindIOU：认知欠条	https://forum.trae.cn/t/topic/167574
u3493620003126697	【学习工作赛道】假装上个班儿 —— 全行业模拟工作体验平台	https://forum.trae.cn/t/topic/150766
u350109971003434	【生活娱乐赛道】空气指挥家——零门槛体验实时音乐指挥乐趣	https://forum.trae.cn/t/topic/151322
u3520003649314604	【生活娱乐赛道】 +《时光公园的最后一天》—— LBS 实景解谜剧本杀	https://forum.trae.cn/t/topic/42387
u3555158734676443	【学习工作赛道】BrainUp - 科学认知训练 Android App	https://forum.trae.cn/t/topic/150338
u357775223820010	【生活娱乐】《书中妖精》-书中有妖精，书中真的有妖精！！！	https://forum.trae.cn/t/topic/151710
u3682690187673824	【生活娱乐赛道】恋人城市指南——为情侣生成专属约会计划	https://forum.trae.cn/t/topic/35558
u3739902908577396	【生活娱乐赛道】+ 芝麻判官	https://forum.trae.cn/t/topic/151552
u3788234538092256	【社会服务赛道 · 社会公益】山海经异兽园——让3岁孩子也能爱上古籍-初赛版	https://forum.trae.cn/t/topic/48397
u3889418047079251	【学习工作赛道】试讲十分钟：AI试讲生成与演练系统	https://forum.trae.cn/t/topic/97007
u3946574423267740	【学习工作赛道】PASSION——看见每一个学生，点燃每一份热爱	https://forum.trae.cn/t/topic/73895
u3946581485171003	【生活娱乐】VoiceMap 声纹地图——用细粒度声学数据画出你的声音地图，再用算法为你精细推荐	https://forum.trae.cn/t/topic/167462
u4065340753189176	【生活娱乐赛道】《残响》—— AI陪伴 x 运动健康的App，赛博运动版《恋与深空》	https://forum.trae.cn/t/topic/148621
u4104908695677184	【Janus】 “一段路，一段心意“	https://forum.trae.cn/t/topic/156670
u4122495050066970	【社会服务】 社会服务 + 云喵家园·流浪猫全生命周期智慧管理 & 云养互动平台	https://forum.trae.cn/t/topic/69749
u4179681984653804	【学习工作赛道】LightMind 学习平台	https://forum.trae.cn/t/topic/96290
u420493148563659	生活娱乐赛道 | 修仙割草 — 要做就做网游 10W行代码 跨端实时修仙 Survivor 对战游戏	https://forum.trae.cn/t/topic/74341
u4255536036980203	【学习工作赛道】坐姿小卫士——学生坐姿实时守护助手	https://forum.trae.cn/t/topic/148601
u432547287010320	【可在线体验】动动脖子 NeckFit · 轻量级头部互动游戏平台网站	https://forum.trae.cn/t/topic/39909
u4333610039268329	生活娱乐｜今日筹备室 · 新加坡周末微冒险	https://forum.trae.cn/t/topic/165280
u4338028663551536	桌面宠物式离线AI全域文件管家 V1.0	https://forum.trae.cn/t/topic/49152
u4390781791502473	【标题】 学习工作 | AI 信息中转工作台——让多个 AI 智能体在群聊里接力协作	https://forum.trae.cn/t/topic/96059
u4390817321465096	生活娱乐 + StoryDad 故事爸爸 — AI 睡前故事微信小程序	https://forum.trae.cn/t/topic/51995
u445727708837776	【社会服务/社会公益赛道】安伴——走夜路时的 AI 安全陪伴员（初赛版）	https://forum.trae.cn/t/topic/151289
u445729150087332	【社会服务赛道】声桥 VoiceBridge——让每一个声音都值得被听见	https://forum.trae.cn/t/topic/151205
u4466637571359961	社会服务赛道 · 布依词典｜让母语在指尖重生的数字文化馆	https://forum.trae.cn/t/topic/165717
u4501878000333610	【学习工作赛道】 智能仓库全流程作业模拟系统	https://forum.trae.cn/t/topic/74201
u45520699799547	学习工作+OpenClaw Law Agent — 税务合规智能体系统	https://forum.trae.cn/t/topic/70421
u476555669672928	【学习工作赛道】课文背后的故事	https://forum.trae.cn/t/topic/71719
u498504312037815	【社会服务赛道】自闭症双系统双向沟通翻译工具：把我的论文模型落地成可演示网页 Demo	https://forum.trae.cn/t/topic/32291
u533688881015891	【生活娱乐赛道】旅伴协商官：AI 多人旅行共识规划 Demo	https://forum.trae.cn/t/topic/150754
u564472155997755	【生活娱乐赛道】满电青年——大学生电动车一站式综合服务平台	https://forum.trae.cn/t/topic/74283
u608504271864727	【社会服务】MZSoft 界址点工具箱 —— 自然资源测绘人员的在线工具站	https://forum.trae.cn/t/topic/71378
u666731456757859	【社会服务赛道】 落卷：一款面向中老年人的 AI 回忆录 App	https://forum.trae.cn/t/topic/75505
u772323792665243	【社会服务赛道】手语知音 —— 让沉默被听见，让亲情无距离	https://forum.trae.cn/t/topic/47458
u779981783052136	【学习工作赛道】古诗小英雄 AI 闯关	https://forum.trae.cn/t/topic/75631
u784418109921372	学习工作 · TokenGate + 音乐盒 -AI 花你的钱之前先问过你，再给你唱首歌	https://forum.trae.cn/t/topic/150775
u80736650014152	【硬件交互】【社会公益-智慧助老】康诺cono-居家老人的健康账户	https://forum.trae.cn/t/topic/166936
u815163661618307	【社会服务】见木画木 · 东巴文交互世界 （叠加非遗创新开发公益赛题）	https://forum.trae.cn/t/topic/111439
u816295948611820	【社区公益 - 青少年身心健康】童劳童得 - AI 驱动的儿童成长激励平台2	https://forum.trae.cn/t/topic/167622
u845945561692855	【学习工作赛道】MedCosmos 医学宇宙——医学生专属沉浸式在线自习室	https://forum.trae.cn/t/topic/111980
u845984842923402	【生活娱乐赛道】Basketball GM Pro Demo — AI 驱动的篮球经理战术模拟游戏	https://forum.trae.cn/t/topic/73075
u860286281581616	【生活娱乐赛道】人间翻译官：一款中国式社交AI解谜产品 demo版	https://forum.trae.cn/t/topic/150573
u907525111164448	【学习工作赛道｜可在线体验】Cube × Math — 用线性代数思维理解魔方，零公式自主复原	https://forum.trae.cn/t/topic/148507
u942735352684800	铜排加工智能辅助系统	https://forum.trae.cn/t/topic/112761
u942762106566008	【硬件交互赛道】一点光 A Little Light — 跨越8000公里的语音光	https://forum.trae.cn/t/topic/165934
u955901703107064	【学习工作+社会公益赛道】不做清单	https://forum.trae.cn/t/topic/167518
u955905682708938	【硬件交互赛道 + 社会公益赛道】药按时 MedicalOnTime ——会提醒、会感知、会反馈的 AI 智能药盒	https://forum.trae.cn/t/topic/151741
u973482659170091	【社会服务赛道】ClaviPrint：AI 自动分割锁骨，生成 3D 打印模型	https://forum.trae.cn/t/topic/151389
vantastic	【社会服务-社会公益赛道】星芽 — 多端协同的 AI 社交训练系统，让每个星星的孩子都能练习社交	https://forum.trae.cn/t/topic/85570
xingsu_y	时光档案 —— 让记忆在影像中长存	https://forum.trae.cn/t/topic/112045
啊伟	【学习工作】 + MBTI日程管理大师 x Demo2.0	https://forum.trae.cn/t/topic/115281
阿呆	【生活娱乐赛道】罗的十字路口 · 人生模拟器 —— 用 AI 重新定义"选择类"游戏	https://forum.trae.cn/t/topic/69381
爱吃秘制螺蛳粉的空心菜	【生活娱乐】《王府疑云 · 夜明珠失窃案》HTML5 的沉浸式古风侦探推理网页游戏	https://forum.trae.cn/t/topic/39537
安心铃APP开发者	【社会服务赛道】安心铃：用一台“吃灰”的二手设备，守护一名独居老人	https://forum.trae.cn/t/topic/116290
傲辰霄	【生活娱乐赛道】主播的福音——强大的实时音频NodeAudio	https://forum.trae.cn/t/topic/151625
八娥夨	【生活娱乐赛道】灯塔——一个人用AI从代码到美术到推广，全程使用trae辅助跑通游戏开发全链路	https://forum.trae.cn/t/topic/151961
白无常	【生活娱乐】猫上有钱 — C2C撸宠撮合平台	https://forum.trae.cn/t/topic/150568
辫子编程	【生活娱乐】 探索个人开发者低成本做 3D 休闲游戏	https://forum.trae.cn/t/topic/94693
博士哥	【生活娱乐】玄览 · Arcana——东方玄学与西方神秘学结合，八字、紫薇和塔罗，助你万事顺意	https://forum.trae.cn/t/topic/66594
不会写的Wang	寻古迹 「足不出户，览尽天下」	https://forum.trae.cn/t/topic/49137
禅心哈蒙德	生活娱乐｜DormChef 宿厨——留学生一站式饮食助手，买完一次菜，备好一周饭（Demo已上线）	https://forum.trae.cn/t/topic/167457
超级峰	【生活娱乐赛道】成片相机——从 AI 写稿到拍完即成片的 iOS App	https://forum.trae.cn/t/topic/148174
陈哈哈	【学习工作+社会公益】 回响 ECHO——基于班级知识图谱的校园 AI 个性化教学闭环系统	https://forum.trae.cn/t/topic/148093
春风十里不如李	【社会服务赛道】康复小助理——脑梗中风出院后家庭康复执行系统	https://forum.trae.cn/t/topic/115388
大模型善后工程师-K叔	【硬件交互赛道】Kira(零)—基于 ESP32-S3 的桌面 AI 伙伴	https://forum.trae.cn/t/topic/167557
地上马	【学习工作赛道】探字星球——AI 把每个汉字变成一颗会讲故事的星球，让 3-6 岁孩子在星际探险中识字	https://forum.trae.cn/t/topic/67610
吊车尾de蓝色海	【学习工作赛道】 | SlideRule（计算尺）——一句话把业务意图推演成「能跑起来」的企业应用数字孪生	https://forum.trae.cn/t/topic/95481
鹅翅	爪印 —— 所有宠物 App 都在教你养宠，只有它在教你告别	https://forum.trae.cn/t/topic/113476
非典型建造师	【硬件交互赛道】手搓智能盖章机投入使用！	https://forum.trae.cn/t/topic/71178
肥肥3鸭鸭	【生活娱乐赛道】肥鸭战队社区官网 Demo —— 让《战术小队》华人玩家有一个归属地	https://forum.trae.cn/t/topic/43713
鸽迟	【学习工作赛道】一个活的有生命力的5000年中国史。	https://forum.trae.cn/t/topic/68453
观棋	【生活娱乐】此物有期——家庭物品到期收纳管理小程序（初赛贴）	https://forum.trae.cn/t/topic/147515?u=
